rule,layer,roi,subject,seed_idx,epoch,rho,pval
Feedback Alignment,Conv2,IT,sub-03,0,10,0.001051,0.592994
Feedback Alignment,Conv3,V1,sub-01,0,10,0.002663,0.175546
Feedback Alignment,Conv3,V1,sub-02,0,10,0.000559,0.776088
Feedback Alignment,Conv3,V1,sub-03,0,10,0.007335,0.00019
Feedback Alignment,Conv3,V2,sub-01,0,10,0.002347,0.23247
Feedback Alignment,Conv3,V2,sub-02,0,10,-0.003303,0.09285
Feedback Alignment,Conv3,V2,sub-03,0,10,0.003631,0.064696
Feedback Alignment,Conv3,V3,sub-01,0,10,0.005846,0.002937
Feedback Alignment,Conv3,V3,sub-02,0,10,-0.007203,0.000248
Feedback Alignment,Conv3,V3,sub-03,0,10,0.003918,0.046212
Feedback Alignment,Conv3,V4,sub-01,0,10,-0.00112,0.568903
Feedback Alignment,Conv3,V4,sub-02,0,10,-0.001472,0.453839
Feedback Alignment,Conv3,V4,sub-03,0,10,0.009625,1e-06
Feedback Alignment,Conv3,LOC,sub-01,0,10,0.005979,0.002351
Feedback Alignment,Conv3,LOC,sub-02,0,10,0.00531,0.006901
Feedback Alignment,Conv3,LOC,sub-03,0,10,-0.00035,0.858543
Feedback Alignment,Conv3,IT,sub-01,0,10,0.008857,7e-06
Feedback Alignment,Conv3,IT,sub-02,0,10,0.003355,0.08784
Feedback Alignment,Conv3,IT,sub-03,0,10,0.001753,0.372393
Feedback Alignment,FC1,V1,sub-01,0,10,0.041813,0.0
Feedback Alignment,FC1,V1,sub-02,0,10,0.05227,0.0
Feedback Alignment,FC1,V1,sub-03,0,10,0.01469,0.0
Feedback Alignment,FC1,V2,sub-01,0,10,0.025501,0.0
Feedback Alignment,FC1,V2,sub-02,0,10,0.033734,0.0
Feedback Alignment,FC1,V2,sub-03,0,10,0.005832,0.003006
Feedback Alignment,FC1,V3,sub-01,0,10,0.021449,0.0
Feedback Alignment,FC1,V3,sub-02,0,10,0.025524,0.0
Feedback Alignment,FC1,V3,sub-03,0,10,0.004892,0.012812
Feedback Alignment,FC1,V4,sub-01,0,10,0.009629,1e-06
Feedback Alignment,FC1,V4,sub-02,0,10,0.012357,0.0
Feedback Alignment,FC1,V4,sub-03,0,10,0.007157,0.000271
Feedback Alignment,FC1,LOC,sub-01,0,10,0.005903,0.002673
Feedback Alignment,FC1,LOC,sub-02,0,10,0.003853,0.049944
Feedback Alignment,FC1,LOC,sub-03,0,10,0.000323,0.869553
Feedback Alignment,FC1,IT,sub-01,0,10,0.008248,2.7e-05
Feedback Alignment,FC1,IT,sub-02,0,10,0.00894,5e-06
Feedback Alignment,FC1,IT,sub-03,0,10,0.001888,0.336712
Feedback Alignment,Conv1,V1,sub-01,0,20,0.013246,0.0
Feedback Alignment,Conv1,V1,sub-02,0,20,0.026533,0.0
Feedback Alignment,Conv1,V1,sub-03,0,20,0.006158,0.001732
Feedback Alignment,Conv1,V2,sub-01,0,20,0.005638,0.004128
Feedback Alignment,Conv1,V2,sub-02,0,20,0.012139,0.0
Feedback Alignment,Conv1,V2,sub-03,0,20,0.000714,0.716455
Feedback Alignment,Conv1,V3,sub-01,0,20,0.008329,2.3e-05
Feedback Alignment,Conv1,V3,sub-02,0,20,0.00988,0.0
Feedback Alignment,Conv1,V3,sub-03,0,20,0.001082,0.581953
Feedback Alignment,Conv1,V4,sub-01,0,20,0.001344,0.494205
Feedback Alignment,Conv1,V4,sub-02,0,20,0.006903,0.000445
Feedback Alignment,Conv1,V4,sub-03,0,20,0.005294,0.007076
Feedback Alignment,Conv1,LOC,sub-01,0,20,0.003261,0.097088
Feedback Alignment,Conv1,LOC,sub-02,0,20,0.006621,0.000756
Feedback Alignment,Conv1,LOC,sub-03,0,20,-0.001318,0.502433
Feedback Alignment,Conv1,IT,sub-01,0,20,0.004465,0.023114
Feedback Alignment,Conv1,IT,sub-02,0,20,0.005631,0.004173
Feedback Alignment,Conv1,IT,sub-03,0,20,0.001367,0.486901
Feedback Alignment,Conv2,V1,sub-01,0,20,0.015081,0.0
Feedback Alignment,Conv2,V1,sub-02,0,20,0.027046,0.0
Feedback Alignment,Conv2,V1,sub-03,0,20,0.006861,0.000482
Feedback Alignment,Conv2,V2,sub-01,0,20,0.009933,0.0
Feedback Alignment,Conv2,V2,sub-02,0,20,0.012984,0.0
Feedback Alignment,Conv2,V2,sub-03,0,20,0.001183,0.547215
Feedback Alignment,Conv2,V3,sub-01,0,20,0.011344,0.0
Feedback Alignment,Conv2,V3,sub-02,0,20,0.005773,0.003311
Feedback Alignment,Conv2,V3,sub-03,0,20,0.002634,0.180205
Feedback Alignment,Conv2,V4,sub-01,0,20,0.002612,0.183904
Feedback Alignment,Conv2,V4,sub-02,0,20,0.004447,0.023676
Feedback Alignment,Conv2,V4,sub-03,0,20,0.007119,0.000292
Feedback Alignment,Conv2,LOC,sub-01,0,20,0.005824,0.003045
Feedback Alignment,Conv2,LOC,sub-02,0,20,0.00358,0.068517
Feedback Alignment,Conv2,LOC,sub-03,0,20,-0.000768,0.696044
Feedback Alignment,Conv2,IT,sub-01,0,20,0.007959,5.1e-05
Feedback Alignment,Conv2,IT,sub-02,0,20,0.004031,0.040287
Feedback Alignment,Conv2,IT,sub-03,0,20,0.00109,0.579129
Feedback Alignment,Conv3,V1,sub-01,0,20,0.003175,0.106292
Feedback Alignment,Conv3,V1,sub-02,0,20,0.001796,0.360816
Feedback Alignment,Conv3,V1,sub-03,0,20,0.007786,7.5e-05
Feedback Alignment,Conv3,V2,sub-01,0,20,0.002658,0.17623
Feedback Alignment,Conv3,V2,sub-02,0,20,-0.00189,0.336167
Feedback Alignment,Conv3,V2,sub-03,0,20,0.003979,0.042928
Feedback Alignment,Conv3,V3,sub-01,0,20,0.005996,0.002283
Feedback Alignment,Conv3,V3,sub-02,0,20,-0.005904,0.002665
Feedback Alignment,Conv3,V3,sub-03,0,20,0.004205,0.032391
Feedback Alignment,Conv3,V4,sub-01,0,20,-0.001185,0.546617
Feedback Alignment,Conv3,V4,sub-02,0,20,-0.000923,0.638718
Feedback Alignment,Conv3,V4,sub-03,0,20,0.009633,1e-06
Feedback Alignment,Conv3,LOC,sub-01,0,20,0.005755,0.00341
Feedback Alignment,Conv3,LOC,sub-02,0,20,0.005527,0.004925
Feedback Alignment,Conv3,LOC,sub-03,0,20,-0.000292,0.881989
Feedback Alignment,Conv3,IT,sub-01,0,20,0.008618,1.2e-05
Feedback Alignment,Conv3,IT,sub-02,0,20,0.003798,0.053332
Feedback Alignment,Conv3,IT,sub-03,0,20,0.001957,0.319509
Feedback Alignment,FC1,V1,sub-01,0,20,0.033309,0.0
Feedback Alignment,FC1,V1,sub-02,0,20,0.04053,0.0
Feedback Alignment,FC1,V1,sub-03,0,20,0.013775,0.0
Feedback Alignment,FC1,V2,sub-01,0,20,0.021188,0.0
Feedback Alignment,FC1,V2,sub-02,0,20,0.028392,0.0
Feedback Alignment,FC1,V2,sub-03,0,20,0.00596,0.002429
Feedback Alignment,FC1,V3,sub-01,0,20,0.017574,0.0
Feedback Alignment,FC1,V3,sub-02,0,20,0.021572,0.0
Feedback Alignment,FC1,V3,sub-03,0,20,0.004791,0.014792
Feedback Alignment,FC1,V4,sub-01,0,20,0.007331,0.000192
Feedback Alignment,FC1,V4,sub-02,0,20,0.011416,0.0
Feedback Alignment,FC1,V4,sub-03,0,20,0.007728,8.4e-05
Feedback Alignment,FC1,LOC,sub-01,0,20,0.00586,0.002871
Feedback Alignment,FC1,LOC,sub-02,0,20,0.006584,0.000809
Feedback Alignment,FC1,LOC,sub-03,0,20,0.000671,0.732699
Feedback Alignment,FC1,IT,sub-01,0,20,0.008139,3.5e-05
Feedback Alignment,FC1,IT,sub-02,0,20,0.010047,0.0
Feedback Alignment,FC1,IT,sub-03,0,20,0.002485,0.206168
Feedback Alignment,Conv1,V1,sub-01,0,30,0.01203,0.0
Feedback Alignment,Conv1,V1,sub-02,0,30,0.024082,0.0
Feedback Alignment,Conv1,V1,sub-03,0,30,0.005844,0.002949
Feedback Alignment,Conv1,V2,sub-01,0,30,0.00494,0.011961
Feedback Alignment,Conv1,V2,sub-02,0,30,0.010338,0.0
Feedback Alignment,Conv1,V2,sub-03,0,30,0.000524,0.789848
Feedback Alignment,Conv1,V3,sub-01,0,30,0.007743,8.2e-05
Feedback Alignment,Conv1,V3,sub-02,0,30,0.008409,1.9e-05
Feedback Alignment,Conv1,V3,sub-03,0,30,0.001031,0.599834
Feedback Alignment,Conv1,V4,sub-01,0,30,0.001039,0.597028
Feedback Alignment,Conv1,V4,sub-02,0,30,0.00601,0.002229
Feedback Alignment,Conv1,V4,sub-03,0,30,0.005377,0.006223
Feedback Alignment,Conv1,LOC,sub-01,0,30,0.003291,0.094081
Feedback Alignment,Conv1,LOC,sub-02,0,30,0.006704,0.000648
Feedback Alignment,Conv1,LOC,sub-03,0,30,-0.00142,0.469875
Feedback Alignment,Conv1,IT,sub-01,0,30,0.00456,0.020337
Feedback Alignment,Conv1,IT,sub-02,0,30,0.005409,0.005924
Feedback Alignment,Conv1,IT,sub-03,0,30,0.001337,0.496362
Feedback Alignment,Conv2,V1,sub-01,0,30,0.013866,0.0
Feedback Alignment,Conv2,V1,sub-02,0,30,0.024542,0.0
Feedback Alignment,Conv2,V1,sub-03,0,30,0.006591,0.000799
Feedback Alignment,Conv2,V2,sub-01,0,30,0.009353,2e-06
Feedback Alignment,Conv2,V2,sub-02,0,30,0.011373,0.0
Feedback Alignment,Conv2,V2,sub-03,0,30,0.001098,0.576436
Feedback Alignment,Conv2,V3,sub-01,0,30,0.010888,0.0
Feedback Alignment,Conv2,V3,sub-02,0,30,0.004459,0.023296
Feedback Alignment,Conv2,V3,sub-03,0,30,0.002664,0.175328
Feedback Alignment,Conv2,V4,sub-01,0,30,0.002433,0.215701
Feedback Alignment,Conv2,V4,sub-02,0,30,0.003545,0.071329
Feedback Alignment,Conv2,V4,sub-03,0,30,0.00731,0.0002
Feedback Alignment,Conv2,LOC,sub-01,0,30,0.005862,0.002858
Feedback Alignment,Conv2,LOC,sub-02,0,30,0.003695,0.060104
Feedback Alignment,Conv2,LOC,sub-03,0,30,-0.000903,0.645875
Feedback Alignment,Conv2,IT,sub-01,0,30,0.008035,4.4e-05
Feedback Alignment,Conv2,IT,sub-02,0,30,0.003904,0.04701
Feedback Alignment,Conv2,IT,sub-03,0,30,0.001025,0.601933
Feedback Alignment,Conv3,V1,sub-01,0,30,0.001219,0.534987
Feedback Alignment,Conv3,V1,sub-02,0,30,-0.0015,0.445392
Feedback Alignment,Conv3,V1,sub-03,0,30,0.007342,0.000187
Feedback Alignment,Conv3,V2,sub-01,0,30,0.001732,0.378149
Feedback Alignment,Conv3,V2,sub-02,0,30,-0.003723,0.058178
Feedback Alignment,Conv3,V2,sub-03,0,30,0.003899,0.047275
Feedback Alignment,Conv3,V3,sub-01,0,30,0.005248,0.00758
Feedback Alignment,Conv3,V3,sub-02,0,30,-0.007249,0.000226
Feedback Alignment,Conv3,V3,sub-03,0,30,0.004201,0.032587
Feedback Alignment,Conv3,V4,sub-01,0,30,-0.001563,0.42643
Feedback Alignment,Conv3,V4,sub-02,0,30,-0.001825,0.353237
Feedback Alignment,Conv3,V4,sub-03,0,30,0.009842,1e-06
Feedback Alignment,Conv3,LOC,sub-01,0,30,0.005721,0.003606
Feedback Alignment,Conv3,LOC,sub-02,0,30,0.005746,0.003461
Feedback Alignment,Conv3,LOC,sub-03,0,30,-0.000368,0.851407
Feedback Alignment,Conv3,IT,sub-01,0,30,0.008631,1.1e-05
Feedback Alignment,Conv3,IT,sub-02,0,30,0.003713,0.058912
Feedback Alignment,Conv3,IT,sub-03,0,30,0.001959,0.318975
Feedback Alignment,FC1,V1,sub-01,0,30,0.028628,0.0
Feedback Alignment,FC1,V1,sub-02,0,30,0.03288,0.0
Feedback Alignment,FC1,V1,sub-03,0,30,0.012935,0.0
Feedback Alignment,FC1,V2,sub-01,0,30,0.018829,0.0
Feedback Alignment,FC1,V2,sub-02,0,30,0.024116,0.0
Feedback Alignment,FC1,V2,sub-03,0,30,0.005804,0.003151
Feedback Alignment,FC1,V3,sub-01,0,30,0.01562,0.0
Feedback Alignment,FC1,V3,sub-02,0,30,0.018017,0.0
Feedback Alignment,FC1,V3,sub-03,0,30,0.004577,0.019867
Feedback Alignment,FC1,V4,sub-01,0,30,0.006225,0.00154
Feedback Alignment,FC1,V4,sub-02,0,30,0.009745,1e-06
Feedback Alignment,FC1,V4,sub-03,0,30,0.008089,3.9e-05
Feedback Alignment,FC1,LOC,sub-01,0,30,0.005866,0.002841
Feedback Alignment,FC1,LOC,sub-02,0,30,0.007317,0.000197
Feedback Alignment,FC1,LOC,sub-03,0,30,0.000738,0.707285
Feedback Alignment,FC1,IT,sub-01,0,30,0.008169,3.2e-05
Feedback Alignment,FC1,IT,sub-02,0,30,0.009947,0.0
Feedback Alignment,FC1,IT,sub-03,0,30,0.002542,0.195896
Feedback Alignment,Conv1,V1,sub-01,0,40,0.012362,0.0
Feedback Alignment,Conv1,V1,sub-02,0,40,0.024468,0.0
Feedback Alignment,Conv1,V1,sub-03,0,40,0.005886,0.00275
Feedback Alignment,Conv1,V2,sub-01,0,40,0.005135,0.008985
Feedback Alignment,Conv1,V2,sub-02,0,40,0.010498,0.0
Feedback Alignment,Conv1,V2,sub-03,0,40,0.000525,0.789283
Feedback Alignment,Conv1,V3,sub-01,0,40,0.007877,6.1e-05
Feedback Alignment,Conv1,V3,sub-02,0,40,0.008476,1.6e-05
Feedback Alignment,Conv1,V3,sub-03,0,40,0.001006,0.608764
Feedback Alignment,Conv1,V4,sub-01,0,40,0.001135,0.563493
Feedback Alignment,Conv1,V4,sub-02,0,40,0.006117,0.001858
Feedback Alignment,Conv1,V4,sub-03,0,40,0.005329,0.006706
Feedback Alignment,Conv1,LOC,sub-01,0,40,0.003301,0.093102
Feedback Alignment,Conv1,LOC,sub-02,0,40,0.006616,0.000763
Feedback Alignment,Conv1,LOC,sub-03,0,40,-0.001406,0.47439
Feedback Alignment,Conv1,IT,sub-01,0,40,0.004552,0.020575
Feedback Alignment,Conv1,IT,sub-02,0,40,0.005375,0.006249
Feedback Alignment,Conv1,IT,sub-03,0,40,0.001303,0.507378
Feedback Alignment,Conv2,V1,sub-01,0,40,0.014237,0.0
Feedback Alignment,Conv2,V1,sub-02,0,40,0.024986,0.0
Feedback Alignment,Conv2,V1,sub-03,0,40,0.006683,0.000673
Feedback Alignment,Conv2,V2,sub-01,0,40,0.009625,1e-06
Feedback Alignment,Conv2,V2,sub-02,0,40,0.011635,0.0
Feedback Alignment,Conv2,V2,sub-03,0,40,0.001149,0.558827
Feedback Alignment,Conv2,V3,sub-01,0,40,0.011088,0.0
Feedback Alignment,Conv2,V3,sub-02,0,40,0.004583,0.019706
Feedback Alignment,Conv2,V3,sub-03,0,40,0.002707,0.168424
Feedback Alignment,Conv2,V4,sub-01,0,40,0.002522,0.199373
Feedback Alignment,Conv2,V4,sub-02,0,40,0.00359,0.06776
Feedback Alignment,Conv2,V4,sub-03,0,40,0.007289,0.000209
Feedback Alignment,Conv2,LOC,sub-01,0,40,0.005884,0.002755
Feedback Alignment,Conv2,LOC,sub-02,0,40,0.003549,0.07098
Feedback Alignment,Conv2,LOC,sub-03,0,40,-0.00089,0.650875
Feedback Alignment,Conv2,IT,sub-01,0,40,0.008043,4.3e-05
Feedback Alignment,Conv2,IT,sub-02,0,40,0.003873,0.048806
Feedback Alignment,Conv2,IT,sub-03,0,40,0.001002,0.610077
Feedback Alignment,Conv3,V1,sub-01,0,40,0.001041,0.596399
Feedback Alignment,Conv3,V1,sub-02,0,40,-0.001869,0.341737
Feedback Alignment,Conv3,V1,sub-03,0,40,0.007314,0.000198
Feedback Alignment,Conv3,V2,sub-01,0,40,0.001692,0.389404
Feedback Alignment,Conv3,V2,sub-02,0,40,-0.00392,0.046099
Feedback Alignment,Conv3,V2,sub-03,0,40,0.003929,0.045616
Feedback Alignment,Conv3,V3,sub-01,0,40,0.005217,0.007955
Feedback Alignment,Conv3,V3,sub-02,0,40,-0.007377,0.000175
Feedback Alignment,Conv3,V3,sub-03,0,40,0.004231,0.03134
Feedback Alignment,Conv3,V4,sub-01,0,40,-0.001622,0.409246
Feedback Alignment,Conv3,V4,sub-02,0,40,-0.001913,0.330326
Feedback Alignment,Conv3,V4,sub-03,0,40,0.009871,1e-06
Feedback Alignment,Conv3,LOC,sub-01,0,40,0.005713,0.003652
Feedback Alignment,Conv3,LOC,sub-02,0,40,0.00572,0.003612
Feedback Alignment,Conv3,LOC,sub-03,0,40,-0.000384,0.845301
Feedback Alignment,Conv3,IT,sub-01,0,40,0.008623,1.1e-05
Feedback Alignment,Conv3,IT,sub-02,0,40,0.003693,0.060255
Feedback Alignment,Conv3,IT,sub-03,0,40,0.001949,0.32132
Feedback Alignment,FC1,V1,sub-01,0,40,0.027711,0.0
Feedback Alignment,FC1,V1,sub-02,0,40,0.03144,0.0
Feedback Alignment,FC1,V1,sub-03,0,40,0.012804,0.0
Feedback Alignment,FC1,V2,sub-01,0,40,0.018399,0.0
Feedback Alignment,FC1,V2,sub-02,0,40,0.023309,0.0
Feedback Alignment,FC1,V2,sub-03,0,40,0.005787,0.003235
Feedback Alignment,FC1,V3,sub-01,0,40,0.015276,0.0
Feedback Alignment,FC1,V3,sub-02,0,40,0.01735,0.0
Feedback Alignment,FC1,V3,sub-03,0,40,0.004557,0.020438
Feedback Alignment,FC1,V4,sub-01,0,40,0.005992,0.002298
Feedback Alignment,FC1,V4,sub-02,0,40,0.009438,2e-06
Feedback Alignment,FC1,V4,sub-03,0,40,0.008145,3.4e-05
Feedback Alignment,FC1,LOC,sub-01,0,40,0.005862,0.002859
Feedback Alignment,FC1,LOC,sub-02,0,40,0.007436,0.000155
Feedback Alignment,FC1,LOC,sub-03,0,40,0.00075,0.702717
Feedback Alignment,FC1,IT,sub-01,0,40,0.00816,3.3e-05
Feedback Alignment,FC1,IT,sub-02,0,40,0.009924,0.0
Feedback Alignment,FC1,IT,sub-03,0,40,0.002547,0.19509
Predictive Coding,Conv1,V1,sub-01,0,0,0.038281,0.0
Predictive Coding,Conv1,V1,sub-02,0,0,0.059131,0.0
Predictive Coding,Conv1,V1,sub-03,0,0,0.010888,0.0
Predictive Coding,Conv1,V2,sub-01,0,0,0.021809,0.0
Predictive Coding,Conv1,V2,sub-02,0,0,0.031431,0.0
Predictive Coding,Conv1,V2,sub-03,0,0,0.000494,0.801564
Predictive Coding,Conv1,V3,sub-01,0,0,0.01632,0.0
Predictive Coding,Conv1,V3,sub-02,0,0,0.020118,0.0
Predictive Coding,Conv1,V3,sub-03,0,0,0.003376,0.085859
Predictive Coding,Conv1,V4,sub-01,0,0,0.007825,6.9e-05
Predictive Coding,Conv1,V4,sub-02,0,0,0.010644,0.0
Predictive Coding,Conv1,V4,sub-03,0,0,0.005093,0.009568
Predictive Coding,Conv1,LOC,sub-01,0,0,0.007303,0.000203
Predictive Coding,Conv1,LOC,sub-02,0,0,0.001701,0.386864
Predictive Coding,Conv1,LOC,sub-03,0,0,0.000552,0.778684
Predictive Coding,Conv1,IT,sub-01,0,0,0.008374,2e-05
Predictive Coding,Conv1,IT,sub-02,0,0,0.004749,0.015682
Predictive Coding,Conv1,IT,sub-03,0,0,0.002696,0.17019
Predictive Coding,Conv2,V1,sub-01,0,0,0.03626,0.0
Predictive Coding,Conv2,V1,sub-02,0,0,0.049818,0.0
Predictive Coding,Conv2,V1,sub-03,0,0,0.010593,0.0
Predictive Coding,Conv2,V2,sub-01,0,0,0.018655,0.0
Predictive Coding,Conv2,V2,sub-02,0,0,0.021984,0.0
Predictive Coding,Conv2,V2,sub-03,0,0,0.000367,0.851715
Predictive Coding,Conv2,V3,sub-01,0,0,0.013071,0.0
Predictive Coding,Conv2,V3,sub-02,0,0,0.018184,0.0
Predictive Coding,Conv2,V3,sub-03,0,0,0.002801,0.154134
Predictive Coding,Conv2,V4,sub-01,0,0,0.006955,0.000402
Predictive Coding,Conv2,V4,sub-02,0,0,0.012119,0.0
Predictive Coding,Conv2,V4,sub-03,0,0,0.006471,0.000995
Predictive Coding,Conv2,LOC,sub-01,0,0,0.007757,7.9e-05
Predictive Coding,Conv2,LOC,sub-02,0,0,0.003859,0.049605
Predictive Coding,Conv2,LOC,sub-03,0,0,0.000409,0.835167
Predictive Coding,Conv2,IT,sub-01,0,0,0.009107,4e-06
Predictive Coding,Conv2,IT,sub-02,0,0,0.006781,0.000561
Predictive Coding,Conv2,IT,sub-03,0,0,0.003164,0.1075
Predictive Coding,Conv3,V1,sub-01,0,0,0.06931,0.0
Predictive Coding,Conv3,V1,sub-02,0,0,0.081766,0.0
Predictive Coding,Conv3,V1,sub-03,0,0,0.020938,0.0
Predictive Coding,Conv3,V2,sub-01,0,0,0.035726,0.0
Predictive Coding,Conv3,V2,sub-02,0,0,0.040246,0.0
Predictive Coding,Conv3,V2,sub-03,0,0,0.004531,0.021141
Predictive Coding,Conv3,V3,sub-01,0,0,0.023172,0.0
Predictive Coding,Conv3,V3,sub-02,0,0,0.034705,0.0
Predictive Coding,Conv3,V3,sub-03,0,0,0.006055,0.002067
Predictive Coding,Conv3,V4,sub-01,0,0,0.014964,0.0
Predictive Coding,Conv3,V4,sub-02,0,0,0.024075,0.0
Predictive Coding,Conv3,V4,sub-03,0,0,0.008203,3e-05
Predictive Coding,Conv3,LOC,sub-01,0,0,0.009387,2e-06
Predictive Coding,Conv3,LOC,sub-02,0,0,0.005239,0.007688
Predictive Coding,Conv3,LOC,sub-03,0,0,0.001594,0.417301
Predictive Coding,Conv3,IT,sub-01,0,0,0.009789,1e-06
Predictive Coding,Conv3,IT,sub-02,0,0,0.010707,0.0
Predictive Coding,Conv3,IT,sub-03,0,0,0.006653,0.000713
Predictive Coding,FC1,V1,sub-01,0,0,0.116625,0.0
Predictive Coding,FC1,V1,sub-02,0,0,0.146725,0.0
Predictive Coding,FC1,V1,sub-03,0,0,0.029896,0.0
Predictive Coding,FC1,V2,sub-01,0,0,0.070923,0.0
Predictive Coding,FC1,V2,sub-02,0,0,0.09604,0.0
Predictive Coding,FC1,V2,sub-03,0,0,0.008191,3.1e-05
Predictive Coding,FC1,V3,sub-01,0,0,0.04853,0.0
Predictive Coding,FC1,V3,sub-02,0,0,0.077852,0.0
Predictive Coding,FC1,V3,sub-03,0,0,0.009449,2e-06
Predictive Coding,FC1,V4,sub-01,0,0,0.029132,0.0
Predictive Coding,FC1,V4,sub-02,0,0,0.038747,0.0
Predictive Coding,FC1,V4,sub-03,0,0,0.006717,0.000633
Predictive Coding,FC1,LOC,sub-01,0,0,0.006855,0.000488
Predictive Coding,FC1,LOC,sub-02,0,0,-0.013492,0.0
Predictive Coding,FC1,LOC,sub-03,0,0,0.000435,0.824829
Predictive Coding,FC1,IT,sub-01,0,0,0.007281,0.000212
Predictive Coding,FC1,IT,sub-02,0,0,0.005678,0.003866
Predictive Coding,FC1,IT,sub-03,0,0,0.005253,0.007524
Predictive Coding,Conv1,V1,sub-01,0,1,0.038291,0.0
Predictive Coding,Conv1,V1,sub-02,0,1,0.059118,0.0
Predictive Coding,Conv1,V1,sub-03,0,1,0.010895,0.0
Predictive Coding,Conv1,V2,sub-01,0,1,0.021818,0.0
Predictive Coding,Conv1,V2,sub-02,0,1,0.031435,0.0
Predictive Coding,Conv1,V2,sub-03,0,1,0.000501,0.79896
Predictive Coding,Conv1,V3,sub-01,0,1,0.016334,0.0
Predictive Coding,Conv1,V3,sub-02,0,1,0.020099,0.0
Predictive Coding,Conv1,V3,sub-03,0,1,0.003387,0.084883
Predictive Coding,Conv1,V4,sub-01,0,1,0.007835,6.7e-05
Predictive Coding,Conv1,V4,sub-02,0,1,0.01064,0.0
Predictive Coding,Conv1,V4,sub-03,0,1,0.005099,0.009485
Predictive Coding,Conv1,LOC,sub-01,0,1,0.007315,0.000198
Predictive Coding,Conv1,LOC,sub-02,0,1,0.001706,0.385481
Predictive Coding,Conv1,LOC,sub-03,0,1,0.000554,0.77809
Predictive Coding,Conv1,IT,sub-01,0,1,0.008384,2e-05
Predictive Coding,Conv1,IT,sub-02,0,1,0.004756,0.015541
Predictive Coding,Conv1,IT,sub-03,0,1,0.002694,0.170509
Predictive Coding,Conv2,V1,sub-01,0,1,0.036571,0.0
Predictive Coding,Conv2,V1,sub-02,0,1,0.050237,0.0
Predictive Coding,Conv2,V1,sub-03,0,1,0.010675,0.0
Predictive Coding,Conv2,V2,sub-01,0,1,0.018804,0.0
Predictive Coding,Conv2,V2,sub-02,0,1,0.022145,0.0
Predictive Coding,Conv2,V2,sub-03,0,1,0.00037,0.850829
Predictive Coding,Conv2,V3,sub-01,0,1,0.013127,0.0
Predictive Coding,Conv2,V3,sub-02,0,1,0.01834,0.0
Predictive Coding,Conv2,V3,sub-03,0,1,0.002792,0.155402
Predictive Coding,Conv2,V4,sub-01,0,1,0.00702,0.000355
Predictive Coding,Conv2,V4,sub-02,0,1,0.012201,0.0
Predictive Coding,Conv2,V4,sub-03,0,1,0.006478,0.000982
Predictive Coding,Conv2,LOC,sub-01,0,1,0.007705,8.9e-05
Predictive Coding,Conv2,LOC,sub-02,0,1,0.003858,0.049645
Predictive Coding,Conv2,LOC,sub-03,0,1,0.000402,0.83805
Predictive Coding,Conv2,IT,sub-01,0,1,0.009058,4e-06
Predictive Coding,Conv2,IT,sub-02,0,1,0.006788,0.000553
Predictive Coding,Conv2,IT,sub-03,0,1,0.003153,0.108739
Predictive Coding,Conv3,V1,sub-01,0,1,0.069335,0.0
Predictive Coding,Conv3,V1,sub-02,0,1,0.08181,0.0
Predictive Coding,Conv3,V1,sub-03,0,1,0.020893,0.0
Predictive Coding,Conv3,V2,sub-01,0,1,0.035809,0.0
Predictive Coding,Conv3,V2,sub-02,0,1,0.040428,0.0
Predictive Coding,Conv3,V2,sub-03,0,1,0.004522,0.021409
Predictive Coding,Conv3,V3,sub-01,0,1,0.023258,0.0
Predictive Coding,Conv3,V3,sub-02,0,1,0.034852,0.0
Predictive Coding,Conv3,V3,sub-03,0,1,0.006065,0.00203
Predictive Coding,Conv3,V4,sub-01,0,1,0.014972,0.0
Predictive Coding,Conv3,V4,sub-02,0,1,0.024079,0.0
Predictive Coding,Conv3,V4,sub-03,0,1,0.008208,3e-05
Predictive Coding,Conv3,LOC,sub-01,0,1,0.009429,2e-06
Predictive Coding,Conv3,LOC,sub-02,0,1,0.005228,0.007823
Predictive Coding,Conv3,LOC,sub-03,0,1,0.001583,0.420535
Predictive Coding,Conv3,IT,sub-01,0,1,0.009842,1e-06
Predictive Coding,Conv3,IT,sub-02,0,1,0.010704,0.0
Predictive Coding,Conv3,IT,sub-03,0,1,0.006618,0.00076
Predictive Coding,FC1,V1,sub-01,0,1,0.101934,0.0
Predictive Coding,FC1,V1,sub-02,0,1,0.112131,0.0
Predictive Coding,FC1,V1,sub-03,0,1,0.02461,0.0
Predictive Coding,FC1,V2,sub-01,0,1,0.058957,0.0
Predictive Coding,FC1,V2,sub-02,0,1,0.064138,0.0
Predictive Coding,FC1,V2,sub-03,0,1,0.007734,8.3e-05
Predictive Coding,FC1,V3,sub-01,0,1,0.035936,0.0
Predictive Coding,FC1,V3,sub-02,0,1,0.056353,0.0
Predictive Coding,FC1,V3,sub-03,0,1,0.009106,4e-06
Predictive Coding,FC1,V4,sub-01,0,1,0.022244,0.0
Predictive Coding,FC1,V4,sub-02,0,1,0.034571,0.0
Predictive Coding,FC1,V4,sub-03,0,1,0.009526,1e-06
Predictive Coding,FC1,LOC,sub-01,0,1,0.005359,0.006402
Predictive Coding,FC1,LOC,sub-02,0,1,0.002343,0.233303
Predictive Coding,FC1,LOC,sub-03,0,1,0.0016,0.415664
